video_id,id1,id2,question1,question2,answer1,answer2,sim,isEqual
7190,175183,175195,what is the basket ball player doing?,what is the basket ball player playing in very well in?,play,cort,0.9318594932556152,0
7191,175201,175202,what is there is a man in doing?,what is there is a man doing?,cool,show,0.9832420945167542,0
7191,175201,175203,what is there is a man in doing?,what is a man doing?,cool,talk,0.9403765201568604,0
7191,175201,175204,what is there is a man in doing?,what is a man doing?,cool,wear,0.9403765201568604,0
7191,175201,175205,what is there is a man in doing?,what is a man doing?,cool,speak,0.9403765201568604,0
7191,175202,175203,what is there is a man doing?,what is a man doing?,show,talk,0.9587088823318481,0
7191,175202,175204,what is there is a man doing?,what is a man doing?,show,wear,0.9587088823318481,0
7191,175202,175205,what is there is a man doing?,what is a man doing?,show,speak,0.9587088823318481,0
7191,175202,175209,what is there is a man doing?,what is there is a tshirt man doing?,show,talk,0.9039274454116821,0
7191,175203,175204,what is a man doing?,what is a man doing?,talk,wear,1.000000238418579,0
7191,175203,175205,what is a man doing?,what is a man doing?,talk,speak,1.000000238418579,0
7191,175204,175205,what is a man doing?,what is a man doing?,wear,speak,1.000000238418579,0
7191,175206,175226,what is a person with small beard near a home doing?,what is a person with small beard near a home showing a piece of?,show,item,0.9381810426712036,0
7191,175223,175227,what does a russian person with glass on the morning time show?,what does a russian person with glass on the morning time explain about?,thing,thing,0.9572593569755554,1
7192,175228,175232,what are people doing?,what are people doing?,look,move,1.0000001192092896,0
7192,175229,175230,what is man doing?,what is doing?,speak,explain,0.9034162163734436,0
7192,175229,175231,what is man doing?,what is a man doing?,speak,describe,1.000000238418579,0
7192,175229,175233,what is man doing?,what is a man doing?,speak,walk,1.000000238418579,0
7192,175229,175234,what is man doing?,what is doing?,speak,show,0.9034162163734436,0
7192,175230,175231,what is doing?,what is a man doing?,explain,describe,0.9034162163734436,0
7192,175230,175233,what is doing?,what is a man doing?,explain,walk,0.9034162163734436,0
7192,175230,175234,what is doing?,what is doing?,explain,show,1.0000001192092896,0
7192,175231,175233,what is a man doing?,what is a man doing?,describe,walk,1.000000238418579,0
7192,175231,175234,what is a man doing?,what is doing?,describe,show,0.9034162163734436,0
7192,175233,175234,what is a man doing?,what is doing?,walk,show,0.9034162163734436,0
7193,175256,175257,what is there is a man doing?,what is someone doing?,talk,talk,0.9028457999229431,1
7193,175256,175259,what is there is a man doing?,what is a man doing?,talk,explain,0.9587088823318481,0
7193,175256,175262,what is there is a man doing?,what is a man doing?,talk,talk,0.9587088823318481,1
7193,175257,175259,what is someone doing?,what is a man doing?,talk,explain,0.9145108461380005,0
7193,175257,175260,what is someone doing?,what is guy doing?,talk,talk,0.9261146187782288,1
7193,175257,175261,what is someone doing?,what is a person doing?,talk,show,0.945542573928833,0
7193,175257,175262,what is someone doing?,what is a man doing?,talk,talk,0.9145108461380005,1
7193,175257,175269,what is someone doing?,what is a person doing?,talk,look,0.945542573928833,0
7193,175259,175260,what is a man doing?,what is guy doing?,explain,talk,0.9144121408462524,0
7193,175259,175261,what is a man doing?,what is a person doing?,explain,show,0.9182429313659668,0
7193,175259,175262,what is a man doing?,what is a man doing?,explain,talk,1.000000238418579,0
7193,175259,175269,what is a man doing?,what is a person doing?,explain,look,0.9182429313659668,0
7193,175260,175261,what is guy doing?,what is a person doing?,talk,show,0.9047377705574036,0
7193,175260,175262,what is guy doing?,what is a man doing?,talk,talk,0.9144121408462524,1
7193,175260,175269,what is guy doing?,what is a person doing?,talk,look,0.9047377705574036,0
7193,175261,175262,what is a person doing?,what is a man doing?,show,talk,0.9182429313659668,0
7193,175261,175269,what is a person doing?,what is a person doing?,show,look,1.0000001192092896,0
7193,175262,175269,what is a man doing?,what is a person doing?,talk,look,0.9182429313659668,0
7194,175277,175293,what is a toy doing?,what is a spuid toy doing?,float,spin,1.000000238418579,0
7194,175288,175297,what does a little fake orange octopus dancing in?,what is a little fake orange octopus doing?,water,dance,0.9166587591171265,0
7194,175289,175290,what is someone doing?,what is person doing?,spin,play,0.945542573928833,0
7194,175289,175291,what is someone doing?,what is guy doing?,spin,play,0.9261146187782288,0
7194,175289,175294,what is someone doing?,what is a person doing?,spin,spin,0.945542573928833,1
7194,175289,175295,what is someone doing?,what is a man doing?,spin,play,0.9145108461380005,0
7194,175289,175296,what is someone doing?,what is a man doing?,spin,hold,0.9145108461380005,0
7194,175290,175291,what is person doing?,what is guy doing?,play,play,0.9047377705574036,1
7194,175290,175294,what is person doing?,what is a person doing?,play,spin,1.0000001192092896,0
7194,175290,175295,what is person doing?,what is a man doing?,play,play,0.9182429313659668,1
7194,175290,175296,what is person doing?,what is a man doing?,play,hold,0.9182429313659668,0
7194,175291,175294,what is guy doing?,what is a person doing?,play,spin,0.9047377705574036,0
7194,175291,175295,what is guy doing?,what is a man doing?,play,play,0.9144121408462524,1
7194,175291,175296,what is guy doing?,what is a man doing?,play,hold,0.9144121408462524,0
7194,175294,175295,what is a person doing?,what is a man doing?,spin,play,0.9182429313659668,0
7194,175294,175296,what is a person doing?,what is a man doing?,spin,hold,0.9182429313659668,0
7194,175295,175296,what is a man doing?,what is a man doing?,play,hold,1.000000238418579,0
7195,175310,175311,who is posing in a red dress next a white care a woman is posing in a black dress?,who is an asian woman posing in a red dress next a white care is posing in a black dress?,woman,woman,0.9642685651779175,1
7195,175312,175319,what is a blonde woman with big tits standing by?,what is a blonde woman with big tits doing?,wall,stand,0.9464016556739807,0
7195,175320,175322,what is a woman in a dress doing?,what is lady in the red dress doing?,pose,lean,0.9045121669769287,0
7195,175320,175323,what is a woman in a dress doing?,what is a girl in red dress doing?,pose,stand,0.9273937940597534,0
7195,175322,175323,what is lady in the red dress doing?,what is a girl in red dress doing?,lean,stand,0.9337881207466125,0
7196,175326,175327,what do many person praying and elecopter moving in displaying on screen?,what do many person praying and elecopter moving in air displaying on?,air,screen,0.9401253461837769,0
7196,175326,175338,what do many person praying and elecopter moving in displaying on screen?,what do many person standing together elecopter moving in displaying on screen?,air,air,0.9359855651855469,1
7196,175327,175339,what do many person praying and elecopter moving in air displaying on?,what do many person standing together elecopter moving in air displaying on?,screen,screen,0.93156898021698,1
7196,175329,175336,where are a group of people gathered for a funeral?,what are a group of people gathered in for a funeral?,place,place,0.9778255224227905,1
7196,175333,175346,what do a girl in white dress wearing color cloth singing song with many person standing listening standing round elecopter moving in displaying on screen?,what do a girl in white dress wearing color cloth singing song with many person standing listening standing round elecopter moving in air displaying on?,air,screen,0.9862552881240845,0
7196,175338,175339,what do many person standing together elecopter moving in displaying on screen?,what do many person standing together elecopter moving in air displaying on?,air,screen,0.9444252848625183,0
7196,175340,175347,what are some people in a crowd doing?,what are some people in a crowd standing around out?,stand,side,0.9139406085014343,0
7196,175343,175344,what are group of people doing?,what are group of people doing?,stand,attend,1.0000001192092896,0
7196,175349,175353,who sings?,who sings a song?,woman,woman,0.907562792301178,1
7197,175357,175358,what is a man doing?,what is a man doing?,move,put,1.000000238418579,0
7197,175357,175359,what is a man doing?,what is a man doing?,move,shift,1.000000238418579,0
7197,175357,175364,what is a man doing?,what is doing?,move,clip,0.9034162163734436,0
7197,175358,175359,what is a man doing?,what is a man doing?,put,shift,1.000000238418579,0
7197,175358,175364,what is a man doing?,what is doing?,put,clip,0.9034162163734436,0
7197,175359,175364,what is a man doing?,what is doing?,shift,clip,0.9034162163734436,0
7197,175370,175371,how many cops are frozen with their guns drawn?,how many cops are frozen with their guns aimed?,two,two,0.9376400113105774,1
7198,175390,175394,what is there is a man doing?,what is man doing?,describe,instal,0.9587088823318481,0
7198,175390,175397,what is there is a man doing?,what is a man doing?,describe,show,0.9587088823318481,0
7198,175390,175398,what is there is a man doing?,what is a man doing?,describe,repair,0.9587088823318481,0
7198,175390,175399,what is there is a man doing?,what is a man doing?,describe,fix,0.9587088823318481,0
7198,175390,175400,what is there is a man doing?,what is a man doing?,describe,film,0.9587088823318481,0
7198,175390,175401,what is there is a man doing?,what is a man doing?,describe,explain,0.9587088823318481,0
7198,175390,175409,what is there is a man doing?,what is a man doing?,describe,construction,0.9587088823318481,0
7198,175393,175394,what is the person doing?,what is man doing?,fit,instal,0.9109814763069153,0
7198,175393,175395,what is the person doing?,what is a person doing?,fit,work,0.9866225719451904,0
7198,175393,175397,what is the person doing?,what is a man doing?,fit,show,0.9109814763069153,0
7198,175393,175398,what is the person doing?,what is a man doing?,fit,repair,0.9109814763069153,0
7198,175393,175399,what is the person doing?,what is a man doing?,fit,fix,0.9109814763069153,0
7198,175393,175400,what is the person doing?,what is a man doing?,fit,film,0.9109814763069153,0
7198,175393,175401,what is the person doing?,what is a man doing?,fit,explain,0.9109814763069153,0
7198,175393,175409,what is the person doing?,what is a man doing?,fit,construction,0.9109814763069153,0
7198,175394,175395,what is man doing?,what is a person doing?,instal,work,0.9182429313659668,0
7198,175394,175396,what is man doing?,what is a man is shown doing?,instal,repair,0.9174835681915283,0
7198,175394,175397,what is man doing?,what is a man doing?,instal,show,1.000000238418579,0
7198,175394,175398,what is man doing?,what is a man doing?,instal,repair,1.000000238418579,0
7198,175394,175399,what is man doing?,what is a man doing?,instal,fix,1.000000238418579,0
7198,175394,175400,what is man doing?,what is a man doing?,instal,film,1.000000238418579,0
7198,175394,175401,what is man doing?,what is a man doing?,instal,explain,1.000000238418579,0
7198,175394,175409,what is man doing?,what is a man doing?,instal,construction,1.000000238418579,0
7198,175395,175397,what is a person doing?,what is a man doing?,work,show,0.9182429313659668,0
7198,175395,175398,what is a person doing?,what is a man doing?,work,repair,0.9182429313659668,0
7198,175395,175399,what is a person doing?,what is a man doing?,work,fix,0.9182429313659668,0
7198,175395,175400,what is a person doing?,what is a man doing?,work,film,0.9182429313659668,0
7198,175395,175401,what is a person doing?,what is a man doing?,work,explain,0.9182429313659668,0
7198,175395,175409,what is a person doing?,what is a man doing?,work,construction,0.9182429313659668,0
7198,175396,175397,what is a man is shown doing?,what is a man doing?,repair,show,0.9174835681915283,0
7198,175396,175398,what is a man is shown doing?,what is a man doing?,repair,repair,0.9174835681915283,1
7198,175396,175399,what is a man is shown doing?,what is a man doing?,repair,fix,0.9174835681915283,0
7198,175396,175400,what is a man is shown doing?,what is a man doing?,repair,film,0.9174835681915283,0
7198,175396,175401,what is a man is shown doing?,what is a man doing?,repair,explain,0.9174835681915283,0
7198,175396,175409,what is a man is shown doing?,what is a man doing?,repair,construction,0.9174835681915283,0
7198,175397,175398,what is a man doing?,what is a man doing?,show,repair,1.000000238418579,0
7198,175397,175399,what is a man doing?,what is a man doing?,show,fix,1.000000238418579,0
7198,175397,175400,what is a man doing?,what is a man doing?,show,film,1.000000238418579,0
7198,175397,175401,what is a man doing?,what is a man doing?,show,explain,1.000000238418579,0
7198,175397,175409,what is a man doing?,what is a man doing?,show,construction,1.000000238418579,0
7198,175398,175399,what is a man doing?,what is a man doing?,repair,fix,1.000000238418579,0
7198,175398,175400,what is a man doing?,what is a man doing?,repair,film,1.000000238418579,0
7198,175398,175401,what is a man doing?,what is a man doing?,repair,explain,1.000000238418579,0
7198,175398,175409,what is a man doing?,what is a man doing?,repair,construction,1.000000238418579,0
7198,175399,175400,what is a man doing?,what is a man doing?,fix,film,1.000000238418579,0
7198,175399,175401,what is a man doing?,what is a man doing?,fix,explain,1.000000238418579,0
7198,175399,175409,what is a man doing?,what is a man doing?,fix,construction,1.000000238418579,0
7198,175400,175401,what is a man doing?,what is a man doing?,film,explain,1.000000238418579,0
7198,175400,175409,what is a man doing?,what is a man doing?,film,construction,1.000000238418579,0
7198,175401,175409,what is a man doing?,what is a man doing?,explain,construction,1.000000238418579,0
7199,175413,175414,what is person doing?,what is a person doing?,play,shoot,1.0000001192092896,0
7199,175413,175416,what is person doing?,what is a man doing?,play,talk,0.9182429313659668,0
7199,175413,175417,what is person doing?,what is a man doing?,play,speak,0.9182429313659668,0
7199,175413,175418,what is person doing?,what is a man doing?,play,play,0.9182429313659668,1
7199,175413,175419,what is person doing?,what is a man doing?,play,commentate,0.9182429313659668,0
7199,175413,175423,what is person doing?,what is someone doing?,play,play,0.945542573928833,1
7199,175414,175416,what is a person doing?,what is a man doing?,shoot,talk,0.9182429313659668,0
7199,175414,175417,what is a person doing?,what is a man doing?,shoot,speak,0.9182429313659668,0
7199,175414,175418,what is a person doing?,what is a man doing?,shoot,play,0.9182429313659668,0
7199,175414,175419,what is a person doing?,what is a man doing?,shoot,commentate,0.9182429313659668,0
7199,175414,175423,what is a person doing?,what is someone doing?,shoot,play,0.945542573928833,0
7199,175416,175417,what is a man doing?,what is a man doing?,talk,speak,1.000000238418579,0
7199,175416,175418,what is a man doing?,what is a man doing?,talk,play,1.000000238418579,0
7199,175416,175419,what is a man doing?,what is a man doing?,talk,commentate,1.000000238418579,0
7199,175416,175423,what is a man doing?,what is someone doing?,talk,play,0.9145108461380005,0
7199,175417,175418,what is a man doing?,what is a man doing?,speak,play,1.000000238418579,0
7199,175417,175419,what is a man doing?,what is a man doing?,speak,commentate,1.000000238418579,0
7199,175417,175423,what is a man doing?,what is someone doing?,speak,play,0.9145108461380005,0
7199,175418,175419,what is a man doing?,what is a man doing?,play,commentate,1.000000238418579,0
7199,175418,175423,what is a man doing?,what is someone doing?,play,play,0.9145108461380005,1
7199,175419,175423,what is a man doing?,what is someone doing?,commentate,play,0.9145108461380005,0
7199,175420,175441,what is someone playing?,what is a man playing?,game,video,0.9105371236801147,0
7199,175422,175442,who is speaking french?,who is a man speaking in french to?,man,daughter,0.9079506993293762,0
7199,175430,175440,what is a video game being shown on?,who is talking while a video game is being shown on the screen?,screen,man,0.9048008918762207,0
7199,175431,175434,who is playing a video game?,who is talking while playing his video game?,man,man,0.9172751903533936,1
7199,175431,175436,who is playing a video game?,who is commentating while playing a video game?,man,man,0.9033387899398804,1
7200,175455,175464,what is a woman getting?,what is woman doing?,award,shake,0.907357931137085,0
7200,175455,175466,what is a woman getting?,what is a woman doing?,award,shake,0.907357931137085,0
7200,175455,175470,what is a woman getting?,what is a woman doing?,award,walk,0.907357931137085,0
7200,175464,175466,what is woman doing?,what is a woman doing?,shake,shake,1.000000238418579,1
7200,175464,175470,what is woman doing?,what is a woman doing?,shake,walk,1.000000238418579,0
7200,175466,175470,what is a woman doing?,what is a woman doing?,shake,walk,1.000000238418579,0
7200,175468,175469,what is a soccer player is shown doing?,what is a soccer player doing?,hold,celebrate,0.9457522034645081,0
7201,175477,175478,what does a man ask to hold?,what does a man hold?,dog,dog,0.9488665461540222,1
7201,175478,175498,what does a man hold?,what does a man hold a woman s?,dog,dog,0.9046122431755066,1
7201,175487,175501,who holds a woman s small white dog?,who does a man hold s small white dog?,man,woman,0.9222020506858826,0
7201,175488,175489,what are people doing?,what are two people doing?,talk,nurse,0.957541823387146,0
7201,175490,175491,what is a guy doing?,what is a man doing?,hold,stand,0.9144121408462524,0
7201,175491,175492,what is a man doing?,what is a woman doing?,stand,hand,0.9483751058578491,0
7201,175491,175493,what is a man doing?,what is a woman doing?,stand,pas,0.9483751058578491,0
7201,175491,175502,what is a man doing?,what is a woman doing?,stand,tell,0.9483751058578491,0
7201,175492,175493,what is a woman doing?,what is a woman doing?,hand,pas,1.000000238418579,0
7201,175492,175502,what is a woman doing?,what is a woman doing?,hand,tell,1.000000238418579,0
7201,175493,175502,what is a woman doing?,what is a woman doing?,pas,tell,1.000000238418579,0
7201,175496,175497,who is passing a dog to a man?,who is a woman passing a dog to?,woman,man,0.9633834958076477,0
7202,175504,175505,what is a group of people doing?,what are a group of people doing?,dance,dance,0.9472200870513916,1
7202,175504,175518,what is a group of people doing?,what are group of people doing?,dance,dance,0.9472200870513916,1
7202,175505,175518,what are a group of people doing?,what are group of people doing?,dance,dance,1.0000001192092896,1
7202,175513,175522,what is a woman leading a class of people in a dance to?,what is a woman leading a class of people in to a song?,song,dance,0.9226070642471313,0
7202,175514,175516,what is a man doing?,what is a woman doing?,play,dance,0.9483751058578491,0
7202,175514,175517,what is a man doing?,what is a woman doing?,play,lead,0.9483751058578491,0
7202,175516,175517,what is a woman doing?,what is a woman doing?,dance,lead,1.000000238418579,0
7203,175526,175529,what is playing a video game?,who is playing a video game?,someone,person,0.9548181891441345,0
7203,175528,175533,what is a person playing?,what is someone playing?,video,video,0.9417859315872192,1
7203,175543,175544,what does character s traits a person is choosing?,who does character s traits is choosing a video game?,video,person,0.9016171097755432,0
7203,175544,175545,who does character s traits is choosing a video game?,who s traits a person is choosing a video game?,person,character,0.9313902258872986,0
7203,175549,175550,what is a person doing?,what is a person doing?,choose,play,1.0000001192092896,0
7203,175549,175553,what is a person doing?,what is someone doing?,choose,enter,0.945542573928833,0
7203,175549,175554,what is a person doing?,what is someone doing?,choose,start,0.945542573928833,0
7203,175550,175553,what is a person doing?,what is someone doing?,play,enter,0.945542573928833,0
7203,175550,175554,what is a person doing?,what is someone doing?,play,start,0.945542573928833,0
7203,175553,175554,what is someone doing?,what is someone doing?,enter,start,0.9999998807907104,0
7204,175566,175570,what does britney spear singing in the city showing?,what does britney spear singing in showing everyday life?,life,city,0.9105205535888672,0
7204,175567,175568,who does brittany spears pass a baby in?,who does brittany spears pass in a stroller?,stroller,baby,0.9071304798126221,0
7204,175570,175575,what does britney spear singing in showing everyday life?,where does britney spear singing showing everyday life?,city,city,0.9854826927185059,1
7204,175573,175574,what do women pop singer singing while a police officer peeking into a car?,who do women pop singing song while a police officer peeking into a car?,song,singer,0.9674601554870605,0
7204,175576,175578,what is a girl in doing?,what is a girl doing?,hold,hold,0.9779006838798523,1
7204,175576,175582,what is a girl in doing?,what is a small boy doing?,hold,cry,0.9026759266853333,0
7204,175576,175584,what is a girl in doing?,what is there is a boy doing?,hold,watch,0.9155679941177368,0
7204,175576,175586,what is a girl in doing?,what is a woman doing?,hold,walk,0.9214469790458679,0
7204,175577,175578,what is a man doing?,what is a girl doing?,stand,hold,0.9027462601661682,0
7204,175577,175583,what is a man doing?,what is a man doing?,stand,look,1.000000238418579,0
7204,175577,175586,what is a man doing?,what is a woman doing?,stand,walk,0.9483751058578491,0
7204,175578,175582,what is a girl doing?,what is a small boy doing?,hold,cry,0.9075645804405212,0
7204,175578,175583,what is a girl doing?,what is a man doing?,hold,look,0.9027462601661682,0
7204,175578,175584,what is a girl doing?,what is there is a boy doing?,hold,watch,0.9271692037582397,0
7204,175578,175586,what is a girl doing?,what is a woman doing?,hold,walk,0.9354019165039062,0
7204,175582,175584,what is a small boy doing?,what is there is a boy doing?,cry,watch,0.9198377132415771,0
7204,175583,175586,what is a man doing?,what is a woman doing?,look,walk,0.9483751058578491,0
7205,175587,175598,who is a person strumming a guitar is singing text appears?,what is a person strumming a guitar someone is singing?,someone,text,0.9053011536598206,0
7205,175587,175601,who is a person strumming a guitar is singing text appears?,what is a person strumming a guitar someone is singing appears?,someone,text,0.9325084090232849,0
7205,175587,175602,who is a person strumming a guitar is singing text appears?,what is a person strumming someone is singing text appears?,someone,guitar,0.9114950895309448,0
7205,175587,175605,who is a person strumming a guitar is singing text appears?,who is strumming a guitar someone is singing text appears?,someone,person,0.9850836396217346,0
7205,175598,175601,what is a person strumming a guitar someone is singing?,what is a person strumming a guitar someone is singing appears?,text,text,0.9794880151748657,1
7205,175598,175605,what is a person strumming a guitar someone is singing?,who is strumming a guitar someone is singing text appears?,text,person,0.9119859933853149,0
7205,175599,175621,what is a man with black coat singing a song with?,what is a man with black coat singing with guitar?,guitar,song,0.9407690167427063,0
7205,175600,175606,what is a bald man in black dress singing with?,what is a bald man in black dress doing?,group,hold,0.94200599193573,0
7205,175601,175602,what is a person strumming a guitar someone is singing appears?,what is a person strumming someone is singing text appears?,text,guitar,0.9283260107040405,0
7205,175601,175605,what is a person strumming a guitar someone is singing appears?,who is strumming a guitar someone is singing text appears?,text,person,0.9378314018249512,0
7205,175602,175605,what is a person strumming someone is singing text appears?,who is strumming a guitar someone is singing text appears?,guitar,person,0.9110655188560486,0
7205,175607,175608,what is a person doing?,what is man doing?,strum,play,0.9182429313659668,0
7205,175607,175610,what is a person doing?,what is person doing?,strum,play,1.0000001192092896,0
7205,175608,175610,what is man doing?,what is person doing?,play,play,0.9182429313659668,1
7206,175624,175642,what is a helicopter flying in during war?,what is a helicopter flying in syria during?,syrium,war,0.9169774651527405,0
7206,175624,175649,what is a helicopter flying in during war?,where is a helicopter flying during war?,syrium,syrium,0.9746323823928833,1
7206,175627,175643,what is a helicopter being shot at by ground forces in?,what is being shot at by ground forces in syria?,syrium,helicopter,0.9099547266960144,0
7206,175627,175652,what is a helicopter being shot at by ground forces in?,where is a helicopter being shot at by ground forces?,syrium,syrium,0.9828469157218933,1
7206,175629,175662,what is a russian hind helicopter attacking?,what is a russian hind helicopter doing?,isi,attack,0.917302131652832,0
7206,175633,175644,what is some smoke being shown in?,where is some smoke being shown?,place,place,0.9703580141067505,1
7206,175639,175663,what is the helicopter giving?,what is the helicopter doing?,help,fly,0.9114909768104553,0
7206,175645,175646,who is in syria recording the battlefield where helicopters are shooting at their enemies?,where is a man recording the battlefield where helicopters are shooting at their enemies?,man,syrium,0.9649837017059326,0
7206,175645,175647,who is in syria recording the battlefield where helicopters are shooting at their enemies?,what is a man in recording the battlefield where helicopters are shooting at their enemies?,man,syrium,0.964432954788208,0
7206,175646,175647,where is a man recording the battlefield where helicopters are shooting at their enemies?,what is a man in recording the battlefield where helicopters are shooting at their enemies?,syrium,syrium,0.98826003074646,1
7206,175657,175668,what is doing?,what is a elecoptors doing?,fly,move,1.0000001192092896,0
7206,175660,175661,what are two helicopters doing?,what are a couple helicopters doing?,fly,fly,0.9701696038246155,1
7206,175663,175666,what is the helicopter doing?,what is a helicopter is shown doing?,fly,fly,0.9175575375556946,1
7206,175663,175669,what is the helicopter doing?,what is a helicopter doing?,fly,fly,0.9865337610244751,1
7206,175666,175669,what is a helicopter is shown doing?,what is a helicopter doing?,fly,fly,0.9245520830154419,1
7207,175673,175688,what a video game video with two players using?,what is a video game video with two players doing?,engine,use,0.9282606244087219,0
7207,175675,175683,who talk about their video game?,how many game players talk about their video game?,game,two,0.9160236716270447,0
7207,175677,175680,what is someone playing?,what is a person playing?,game,video,0.9417859315872192,0
7207,175686,175687,what is a man doing?,what is a person doing?,play,play,0.9182429313659668,1
7207,175686,175691,what is a man doing?,what is someone doing?,play,play,0.9145108461380005,1
7207,175687,175691,what is a person doing?,what is someone doing?,play,play,0.945542573928833,1
7207,175692,175698,what are two people doing?,what are two people playing?,play,video,0.9200332164764404,0
7208,175701,175705,what is lady in dress doing?,what is a lady doing?,mix,explain,0.9023193717002869,0
7208,175704,175705,what is a woman doing?,what is a lady doing?,mix,explain,0.9057594537734985,0
7208,175704,175706,what is a woman doing?,what is a woman doing?,mix,wear,1.000000238418579,0
7208,175705,175706,what is a lady doing?,what is a woman doing?,explain,wear,0.9057594537734985,0
7208,175714,175716,who conducts a cooking tutorial adding half a cup of water to a glass dish of ingredients?,what does a woman conduct a cooking tutorial adding half a cup of to a glass dish of ingredients?,woman,water,0.9284958839416504,0
7208,175716,175720,what does a woman conduct a cooking tutorial adding half a cup of to a glass dish of ingredients?,what does a woman conduct adding half a cup of water to a glass dish of ingredients?,water,tutorial,0.9314907789230347,0
7209,175728,175734,what is driving a car down a paved road?,what is someone driving down a paved road?,someone,car,0.940414309501648,0
7209,175728,175738,what is driving a car down a paved road?,what is driving down a road?,someone,car,0.9136458039283752,0
7209,175733,175735,what is a person driving on an empty road?,who is driving a car on an empty road?,car,person,0.9143707752227783,0
7209,175734,175738,what is someone driving down a paved road?,what is driving down a road?,car,car,0.9204317331314087,1
7209,175741,175743,what is a person doing?,what is a woman doing?,discus,describe,0.9072683453559875,0
7210,175746,175747,what are people smelling?,what are several people smelling?,drink,something,0.9496039748191833,0
7210,175750,175751,what are people sitting at a table talking about?,what are people sitting at talking about a drink?,drink,table,0.92580646276474,0
7210,175752,175757,what is two people doing?,what are people doing?,smell,sit,0.9228775501251221,0
7210,175752,175758,what is two people doing?,what are people doing?,smell,tell,0.9228775501251221,0
7210,175752,175759,what is two people doing?,what are several people doing?,smell,smell,0.9112750887870789,1
7210,175752,175760,what is two people doing?,what are some people doing?,smell,drink,0.9060262441635132,0
7210,175754,175756,what is a women doing?,what is men and women doing?,talk,smell,0.9489257335662842,0
7210,175757,175758,what are people doing?,what are people doing?,sit,tell,1.0000001192092896,0
7210,175757,175759,what are people doing?,what are several people doing?,sit,smell,0.9446879625320435,0
7210,175757,175760,what are people doing?,what are some people doing?,sit,drink,0.9728615880012512,0
7210,175758,175759,what are people doing?,what are several people doing?,tell,smell,0.9446879625320435,0
7210,175758,175760,what are people doing?,what are some people doing?,tell,drink,0.9728615880012512,0
7210,175759,175760,what are several people doing?,what are some people doing?,smell,drink,0.9632072448730469,0
7211,175761,175781,how many boxers are fighting in a ring?,what are two boxers fighting in?,two,ring,0.903587818145752,0
7211,175762,175764,who is talking about a boxing match?,who is talking about a great boxing match?,man,man,0.9636657238006592,1
7211,175762,175780,who is talking about a boxing match?,who is talking about the boxing?,man,man,0.9283899068832397,1
7211,175764,175780,who is talking about a great boxing match?,who is talking about the boxing?,man,man,0.9055081605911255,1
7211,175767,175773,what is man doing?,what is doing?,speak,box,0.9034162163734436,0
7211,175767,175775,what is man doing?,what is a man doing?,speak,box,1.000000238418579,0
7211,175768,175774,what are two boxers doing?,what are boxers doing?,fight,box,0.9625357985496521,0
7211,175769,175773,what is people doing?,what is doing?,talk,box,0.9294136166572571,0
7211,175773,175775,what is doing?,what is a man doing?,box,box,0.9034162163734436,1
7212,175782,175789,what are a man and a woman walking along the ocean with?,what are a man and a woman walking along with their dog?,dog,ocean,0.908051073551178,0
7212,175782,175790,what are a man and a woman walking along the ocean with?,what are a man and a woman walking on a beach?,dog,dog,0.9063602089881897,1
7212,175784,175786,what are people walking on?,what are people walking on the beach?,beach,dog,0.917712926864624,0
7212,175784,175788,what are people walking on?,what are people walking a dog on?,beach,beach,0.9228913187980652,1
7212,175789,175791,what are a man and a woman walking along with their dog?,what are a man and a woman walking a dog on?,ocean,beach,0.9445602297782898,0
7212,175790,175791,what are a man and a woman walking on a beach?,what are a man and a woman walking a dog on?,dog,beach,0.9167395830154419,0
7212,175791,175795,what are a man and a woman walking a dog on?,who is with a woman who is walking a dog?,beach,man,0.9007221460342407,0
7212,175799,175800,what are a man and a woman doing?,what is a man is with a woman who doing?,walk,walk,0.925555944442749,1
7212,175799,175802,what are a man and a woman doing?,what is a woman doing?,walk,talk,0.9127596020698547,0
7212,175800,175802,what is a man is with a woman who doing?,what is a woman doing?,walk,talk,0.9124910831451416,0
7212,175801,175802,what is a person doing?,what is a woman doing?,walk,talk,0.9072683453559875,0
7212,175801,175803,what is a person doing?,what is guy doing?,walk,walk,0.9047377705574036,1
7213,175806,175828,who is mixing cheese and spinach together?,who is mixing ricotta cheese and spinach together?,woman,woman,0.94660484790802,1
7213,175807,175808,who is making lasagna?,who is make a lasagna?,woman,woman,0.9599294066429138,1
7213,175811,175813,what is a woman making?,what is a woman make?,lasagna,lasagna,0.9585286378860474,1
7213,175816,175818,what is a woman doing?,what is girl doing?,show,mix,0.9354019165039062,0
7213,175816,175821,what is a woman doing?,what is a woman doing?,show,mix,1.000000238418579,0
7213,175816,175822,what is a woman doing?,what is a woman doing?,show,cook,1.000000238418579,0
7213,175816,175823,what is a woman doing?,what is a person doing?,show,prepare,0.9072683453559875,0
7213,175818,175821,what is girl doing?,what is a woman doing?,mix,mix,0.9354019165039062,1
7213,175818,175822,what is girl doing?,what is a woman doing?,mix,cook,0.9354019165039062,0
7213,175821,175822,what is a woman doing?,what is a woman doing?,mix,cook,1.000000238418579,0
7213,175821,175823,what is a woman doing?,what is a person doing?,mix,prepare,0.9072683453559875,0
7213,175822,175823,what is a woman doing?,what is a person doing?,cook,prepare,0.9072683453559875,0
